KD PERFORMANCE,,,,,,
Month,flash_date,product_name,SUM of Tiv,SUM of Quantity_Available,SUM of Quantity_Sold,STR
,,Tropicana Slim Sweetener Gula Aren (50 Sch),450.000,10,10,"100,00%"
,,Tropicana Slim Sweetener Honey (50 Sch) - Pengganti Gula,0,10,0,"0,00%"
,,Twin Pack: L-Men Platinum Basic Whey Protein Unflavoured 800gr,0,10,0,"0,00%"
,,Twin Pack: Tropicana Slim Beras Porang Instan 1000gr,15.222.000,160,72,"45,00%"
,,Twin Pack: Tropicana Slim Classic 50 Sch - Pengganti Gula,0,10,0,"0,00%"
,,Twin Pack: Tropicana Slim Skim Milk Chocolate 500gr,231.000,10,1,"10,00%"
,2024-07-27 Total,,23.275.200,560,179,"31,96%"
,2024-07-28,24 Pcs- HiLo Protein Chocofit UHT 190 mL ���Susu Cokelat dengan Collagen,293.300,10,1,"10,00%"
,,HiLo Gold Chocolate 1000gr - Susu Tinggi Kalsium Rendah Lemak,622.000,10,4,"40,00%"
,,HiLo Gold Plain 1000gr - Susu Tinggi Kalsium,777.500,10,5,"50,00%"
,,HiLo Gold Vanilla 500gr - Susu Tinggi Kalsium,1.169.000,30,14,"46,67%"
,,HiLo Platinum Original 360gr (12 Sch) - Susu Tinggi Kalsium,233.000,10,2,"20,00%"
,,HiLo Platinum Swiss Chocolate (12 Sachet) - Susu Tinggi Kalsium,205.000,20,2,"10,00%"
,,HiLo Teen Chocolate 1000gr - Susu Tinggi Kalsium,972.000,10,6,"60,00%"
,,HiLo Teen Coffee Tiramisu 200ml (4 Pcs) - Ready to Drink,0,10,0,"0,00%"
,,HiLo Teen Vanilla Caramel 1000 gram - Susu Tinggi Kalsium,648.000,10,4,"40,00%"
,,HiLo Teen Yoghurt Banana 250gr - Susu Tinggi Kalsium,45.800,10,1,"10,00%"
,,L-Men Lose Weight Chocolate Cereal 300gr,287.200,10,2,"20,00%"
,,L-Men Protein Bar Strongberry 12 Sachet - Snack Bar Tinggi Protein,0,10,0,"0,00%"
,,L-Men Proteinmix Coffee (6 Sch) - 12gr Protein / Serving,124.000,10,2,"20,00%"
,,NutriSari 4 Rasa Local Package (40 Sch),99.800,5,2,"40,00%"
,,NutriSari Cocopandan (40 Sch),49.900,10,1,"10,00%"
,,NutriSari Es Cincau (40 Sch),0,10,0,"0,00%"
,,NutriSari Gula Asem (40 Sch) - Minuman Buah Vitamin C Vitamin D,49.900,10,1,"10,00%"
,,NutriSari Premium Jus Mangga 420gr - Minuman Juice Kental Rasa Mangga,0,5,0,"0,00%"
,,Triple Pack - Tropicana Slim Kecap Manis 200ml (3 pcs),509.400,10,6,"60,00%"
,,Triple Pack: HiLo School Chocolate 10 Sachet - Susu Tinggi Kalsium,0,10,0,"0,00%"
,,Triple Pack: Tropicana Slim Hokkaido Cheese Cookies (5 Sch),146.000,10,2,"20,00%"
,,Triple Pack: Tropicana Slim Klepon Cookies (5 Sch),0,10,0,"0,00%"
,,Tropicana Slim Classic (50 sch) - Pengganti Gula,85.000,10,2,"20,00%"
,,Tropicana Slim Classic Refill 500gr - Pengganti Gula,434.000,10,4,"40,00%"
,,Tropicana Slim Kecap Manis 200ml - Bebas Gula Rendah Garam,85.500,10,3,"30,00%"
,,Tropicana Slim Madu 350ml - Bebas Gula,688.000,10,10,"100,00%"
,,Tropicana Slim Oat Drink 190ml (4 pcs) - Ready to Drink,99.600,10,3,"30,00%"
,,Tropicana Slim Strawberry jam,152.000,10,2,"20,00%"
,,Twin Pack - HiLo Platinum + HMB 8 Sachet - Susu Tinggi Protein,1.270.000,5,5,"100,00%"
,,Twin Pack (2 Pcs) - Tropicana Slim Milk Low Fat Vanilla 500gr,336.000,10,2,"20,00%"
,,Twin Pack: HiLo Active Chocolate 1000gr - Susu Tinggi Kalsium,0,10,0,"0,00%"
,,Twin Pack: Tropicana Slim Avocado Coffee (10 Sch) - Tanpa Gula Pasir,139.200,10,2,"20,00%"
,,Twin Pack: Tropicana Slim Classic 50 Sch - Pengganti Gula,0,10,0,"0,00%"
,,Twin Pack: Tropicana Slim Hokkaido Cheese Cookies (5 Sch) - Sugar FREE,136.500,10,3,"30,00%"
,,Twin Pack: Tropicana Slim Sirup Orange 750ml,64.900,10,1,"10,00%"
,2024-07-28 Total,,9.722.500,365,92,"25,21%"
,2024-07-29,24 Packs - Tropicana Slim Collagen Shot Peach Blossom 190ml (24pcs),0,10,0,"0,00%"
,,4 Packs - Tropicana Slim Collagen Shot Peach Blossom 190ml (4pcs),66.400,10,2,"20,00%"
,,HiLo Active Chocolate 500gr - Susu Tinggi Kalsium,308.000,20,4,"20,00%"
,,HiLo Active Chocolate 750gr - Susu Tinggi Kalsium,110.000,10,1,"10,00%"
,,HiLo Active Vanilla 1000g - Susu Tinggi Kalsium Lebih Rendah Lemak,725.000,5,5,"100,00%"
,,HiLo Gold Original (Plain) 500gr - Susu Tinggi Kalsium,83.500,10,1,"10,00%"
,,HiLo Gold Plain 1000gr - Susu Tinggi Kalsium,1.244.000,10,8,"80,00%"
,,HiLo Platinum Swiss Chocolate (12 Sachet) - Susu Tinggi Kalsium,102.500,10,1,"10,00%"
,,HiLo School Chocolate 200ml (24 Pack) - Susu Tinggi Kalsium,0,10,0,"0,00%"
,,HiLo School Strawberry 10 Sch - Susu Tinggi Kalsium Lebih Rendah Lemak,0,5,0,"0,00%"
,,HiLo Teen Chocolate 1000gr - Susu Tinggi Kalsium,1.458.000,10,9,"90,00%"
,,L-Men Advanced Gold Vanilla 500g dengan 500mg HMB - 15g Whey Protein,0,10,0,"0,00%"
,,L-Men Protein Bar Crunchy Chocolate 12 Sch (7g protein / serving),210.000,10,2,"20,00%"
,,L-Men Proteinmix Coffee (6 Sch) - 12gr Protein / Serving,372.000,10,6,"60,00%"
,,Lokalate Kopi Berondong 500gr - Tinggi Vitamin A Lebih Rendah Gula,0,10,0,"0,00%"
,,NutriSari American Sweet Orange (40 Sch),998.000,20,20,"100,00%"
,,NutriSari Lychee Tea (40 Sch),0,10,0,"0,00%"
,,NutriSari Nostalgia Jeruk Manis Pitcher 300g- NutriSari Botol Kaca,0,10,0,"0,00%"
,,NutriSari Premium Jus Mangga 420gr - Minuman Juice Kental Rasa Mangga,0,5,0,"0,00%"
,,Triple Pack: Tropicana Slim Klepon Cookies (5 Sch),0,10,0,"0,00%"
,,Tropicana Slim 7 Fruits Fiber Daily 12 Sachet,0,5,0,"0,00%"
,,Tropicana Slim Cafe Latte (10 sch) - Kopi Bebas Gula,915.000,30,30,"100,00%"
,,Tropicana Slim Classic (50 sch) - Pengganti Gula,170.000,10,4,"40,00%"
,,Tropicana Slim Kecap Manis 200ml - Bebas Gula Rendah Garam,285.000,10,10,"100,00%"
,,Tropicana Slim Korean Goguma Cookies (5 Sch) - Snack Bebas Gula,0,10,0,"0,00%"
,,Tropicana Slim Low Fat Milk Korean Strawberry 500gr ��� Susu Kolagen,435.000,5,5,"100,00%"
,,Tropicana Slim Oat Drink 190ml (24 pcs) - Ready to Drink,194.300,10,1,"10,00%"
,,Tropicana Slim Oat Drink 190ml (4 pcs) - Ready to Drink,232.400,10,7,"70,00%"
,,Tropicana Slim Saus Tiram 200ml - Bebas Gula Rendah Garam,99.900,5,3,"60,00%"
,,Tropicana Slim Sirup Cocopandan - Sirup Bebas Gula,134.000,20,4,"20,00%"
,,Tropicana Slim Sirup Orange - Sirup Bebas Gula,100.500,10,3,"30,00%"
,,Tropicana Slim Skim Milk Plain 1kg - Susu Turunkan Kolesterol,613.500,10,3,"30,00%"
,,Tropicana Slim Susu Low Fat Macchiato Coffee 500gr - Susu Rendah Lemak,84.500,10,1,"10,00%"
,,Tropicana Slim Sweet Orange 10 Sch - Minuman Jeruk Bebas Gula,43.200,10,2,"20,00%"
,,Twin Pack - Tropicana Slim Peanut Almond Butter Spread 300 gram,266.000,10,2,"20,00%"
,,Twin Pack (2 Pcs) - Tropicana Slim Milk Low Fat Vanilla 500gr,0,10,0,"0,00%"
,,Twin Pack: Tropicana Slim Kecap Asin 200ml,52.200,10,1,"10,00%"
,,Twin Pack: Tropicana Slim Kecap Manis 200ml,565.000,10,10,"100,00%"
,,Twin Pack: Tropicana Slim Minyak Jagung 946ml - Pure Corn Oil,0,10,0,"0,00%"
,2024-07-29 Total,,9.867.900,410,145,"35,37%"
,2024-07-30,24 Packs - Tropicana Slim Oat Drink Japanese Cantaloupe Melon 190 ml,0,10,0,"0,00%"
,,4 Packs - Tropicana Slim Collagen Shot Peach Blossom 190ml (4pcs),0,10,0,"0,00%"
,,HiLo Active Chocolate 1000gr,1.160.000,30,8,"26,67%"
,,HiLo Gold Chocolate 500gr - Susu Tinggi Kalsium,250.500,10,3,"30,00%"
,,HiLo Gold Plain 1000gr - Susu Tinggi Kalsium,155.500,10,1,"10,00%"
,,HiLo School Choco Bites (10 sch) - Candy Susu Permen Cokelat Kalsium,22.400,10,1,"10,00%"
,,HiLo School Chocolate 500gr,85.500,10,1,"10,00%"
,,HiLo School Strawberry Cheesecake 500gr- Susu Tinggi Kalsium,0,10,0,"0,00%"
,,HiLo School Vanilla 1000g - Susu Tinggi Kalsium,2.054.000,20,13,"65,00%"
,,HiLo Teen Chocolate 500gr - Susu Tinggi Kalsium,176.000,10,2,"20,00%"
,,L-Men Gain Mass Chocolate 225gr,0,10,0,"0,00%"
,,L-Men Lose Weight Chocolate Cereal 300gr,143.600,20,1,"5,00%"
,,L-Men Platinum Vanilla Caramel 800g - Suplemen Olahraga Tinggi Protein,0,10,0,"0,00%"
,,L-Men Protein Bar Strongberry 12 Sachet - Snack Bar Tinggi Protein,115.000,10,1,"10,00%"
,,NutriSari Anggur Hijau (40 Sch) - Minuman Buah Vitamin C Vitamin D,0,10,0,"0,00%"
,,NutriSari Es Cincau (40 Sch),49.900,10,1,"10,00%"
,,NutriSari Less Sugar Jeruk Bali 40 sachet - Tinggi Vitamin C,0,10,0,"0,00%"
,,NutriSari Lychee Tea (40 Sch),49.900,10,1,"10,00%"
,,NutriSari Mangga Gandaria (40 Sch),0,10,0,"0,00%"
,,NutriSari Premium Jus Mangga 420gr - Minuman Juice Kental Rasa Mangga,42.400,5,1,"20,00%"
,,Triple Pack: Tropicana Slim White Coffee - Kopi Bebas Gula,300.000,5,5,"100,00%"
,,Tropicana Slim 7 Fruits Fiber Daily 12 Sachet,433.200,10,4,"40,00%"
,,Tropicana Slim Almond Drink 190ml (4 pcs) - Ready to Drink Cokelat,35.000,10,1,"10,00%"
,,Tropicana Slim DIABTX (50 sch) - Pengganti Gula Diabetesi,133.800,10,3,"30,00%"
,,Tropicana Slim Kecap Asin 200ml - Rendah Garam,0,10,0,"0,00%"
,,Tropicana Slim Kecap Manis 200ml - Bebas Gula Rendah Garam,85.500,10,3,"30,00%"
,,Tropicana Slim Low Fat Milk Korean Strawberry 500gr ��� Susu Kolagen,0,5,0,"0,00%"
,,Tropicana Slim Madu 350ml - Bebas Gula,344.000,10,5,"50,00%"
,,Tropicana Slim Minyak Kanola 946ml - Pure Canola Oil,1.165.500,24,15,"62,50%"
,,Tropicana Slim Minyak Sunflower 946ml - Pure Sunflower Oil,84.000,5,1,"20,00%"
,,Tropicana Slim Sweetener DIABTX (100 Sachet),583.100,10,7,"70,00%"
,,Tropicana Slim Topping Kental Manis - Sugar FREE,243.600,12,7,"58,33%"
,,Twin Pack: L-Men Lose Weight Chocolate Cereal 300gr,0,10,0,"0,00%"
,,Twin Pack: Tropicana Slim Kecap Manis 200ml,56.500,10,1,"10,00%"
,,Twin Pack: Tropicana Slim Minyak Kanola 946ml - Pure Canola Oil,760.000,10,5,"50,00%"
,,Twin Pack: Tropicana Slim Sirup Cocopandan 750ml,64.900,10,1,"10,00%"
,,Twin Pack: Tropicana Slim Sirup Leci 750ml,64.900,10,1,"10,00%"
,2024-07-30 Total,,8.658.700,406,93,"22,91%"
,2024-07-31,24 Packs - Tropicana Slim Collagen Shot Peach Blossom 190ml (24pcs),397.800,10,2,"20,00%"
,,HiLo Active Vanilla 1000g - Susu Tinggi Kalsium Lebih Rendah Lemak,725.000,5,5,"100,00%"
,,HiLo Gold Vanilla 500gr - Susu Tinggi Kalsium,250.500,10,3,"30,00%"
,,HiLo School Chocolate Gusset 10 Sachet (350gr) - Susu Tinggi Kalsium,49.000,10,1,"10,00%"
,,HiLo Teen Chocolate 1000gr - Susu Tinggi Kalsium,648.000,15,4,"26,67%"
,,HiLo Teen Chocolate 500gr - Susu Tinggi Kalsium,176.000,10,2,"20,00%"
,,HiLo Teen Coffee Tiramisu 200ml (4 Pcs) - Ready to Drink,87.600,10,3,"30,00%"
,,HiLo Teen HI PROTEIN Melon 400 g ��� Susu Kalsium Remaja Tinggi Protein,0,5,0,"0,00%"
,,HiLo Teen Popcorn Caramel 500gr - Susu Tinggi Kalsium,264.000,10,3,"30,00%"
,,L-Men Gain Mass Chocolate 225gr,77.000,12,1,"8,33%"
,,L-Men Hi Protein Whey Daily Popcorn Caramel 250gr,0,10,0,"0,00%"
,,L-Men Lose Weight Chocolate Cereal 300gr,1.866.800,30,13,"43,33%"
,,L-Men Protein Bar Crunchy Chocolate 12 Sch (7g protein / serving),315.000,10,3,"30,00%"
,,NutriSari 4 Rasa Local Package (40 Sch),249.500,5,5,"100,00%"
,,NutriSari 4 Rasa Summer Package (40 Sch),99.800,10,2,"20,00%"
,,NutriSari Jeruk Nipis (40 Sch),449.100,10,9,"90,00%"
,,NutriSari Madu Lemon (40 Sch),249.500,10,5,"50,00%"
,,NutriSari Milky Orange (40 Sch),948.100,30,19,"63,33%"
,,NutriSari Premium Jus Mangga 420gr - Minuman Juice Kental Rasa Mangga,42.400,5,1,"20,00%"
,,Triple Pack: HiLo School Chocolate 10 Sachet - Susu Tinggi Kalsium,0,10,0,"0,00%"
,,Triple Pack: Tropicana Slim White Coffee - Kopi Bebas Gula,60.000,5,1,"20,00%"
,,Tropicana Slim Chocolate Spread 300g,890.000,10,10,"100,00%"
,,Tropicana Slim Classic Refill 500gr - Pengganti Gula,217.000,10,2,"20,00%"
,,Tropicana Slim DIABTX (50 sch) - Pengganti Gula Diabetesi,89.200,20,2,"10,00%"
,,Tropicana Slim French Butter Souffle Coffee 10 Sch - Kopi Susu,355.000,10,10,"100,00%"
,,Tropicana Slim Kecap Manis 200ml - Bebas Gula Rendah Garam,285.000,10,10,"100,00%"
,,Tropicana Slim Minyak Jagung 946ml (Botol),0,10,0,"0,00%"
,,Tropicana Slim Minyak Sunflower 946ml - Pure Sunflower Oil,252.000,5,3,"60,00%"
,,Tropicana Slim Saus Tiram 200ml - Bebas Gula Rendah Garam,66.600,5,2,"40,00%"
,,Tropicana Slim Skim Milk Fiber Pro 500gr - Susu Turunkan Kolesterol,232.000,10,2,"20,00%"
,,Tropicana Slim Skim Milk Plain 1kg - Susu Turunkan Kolesterol,613.500,10,3,"30,00%"
,,Twin Pack: L-Men Hi Protein Whey Daily Dark Chocolate,388.500,10,3,"30,00%"
,,Twin Pack: Tropicana Slim Classic 50 Sch - Pengganti Gula,0,10,0,"0,00%"
,,Twin Pack: Tropicana Slim Diabtx 50 Sch - Pengganti Gula Diabetesi,179.800,10,2,"20,00%"
,,Twin Pack: Tropicana Slim Gula Jawa 350ml,0,10,0,"0,00%"
,,Twin Pack: Tropicana Slim Kecap Manis 200ml,621.500,10,11,"110,00%"
,2024-07-31 Total,,11.145.200,382,142,"37,17%"
